,gender,order,goal,field_cd,date,age,go_out,imprace,imprelig,attr,race,age_diff,goal_equals,dec
29,0,1,6.0,2.0,3.0,25.0,1.0,8.0,4.0,8.0,2.0,1.0,False,0
30,0,3,1.0,1.0,5.0,23.0,1.0,1.0,1.0,4.0,2.0,4.0,True,0
31,0,2,1.0,1.0,5.0,23.0,1.0,1.0,1.0,8.0,2.0,1.0,True,0
32,0,9,1.0,1.0,5.0,23.0,1.0,1.0,1.0,4.0,2.0,1.0,False,0
33,0,4,1.0,1.0,5.0,23.0,1.0,1.0,1.0,8.0,2.0,0.0,False,1
34,0,6,1.0,1.0,5.0,23.0,1.0,1.0,1.0,6.0,2.0,1.0,True,0
35,0,5,1.0,1.0,5.0,23.0,1.0,1.0,1.0,5.0,2.0,2.0,True,0
36,0,10,1.0,1.0,5.0,23.0,1.0,1.0,1.0,7.0,2.0,7.0,False,0
37,0,1,1.0,1.0,5.0,23.0,1.0,1.0,1.0,5.0,2.0,4.0,True,0
38,0,7,1.0,1.0,5.0,23.0,1.0,1.0,1.0,9.0,2.0,5.0,False,1
39,0,8,1.0,1.0,5.0,23.0,1.0,1.0,1.0,8.0,2.0,1.0,True,1
40,0,1,2.0,1.0,4.0,21.0,1.0,8.0,1.0,5.0,2.0,6.0,False,0
41,0,10,2.0,1.0,4.0,21.0,1.0,8.0,1.0,8.0,2.0,1.0,False,0
42,0,7,2.0,1.0,4.0,21.0,1.0,8.0,1.0,4.0,2.0,1.0,True,0
43,0,2,2.0,1.0,4.0,21.0,1.0,8.0,1.0,8.0,2.0,2.0,True,1
44,0,4,2.0,1.0,4.0,21.0,1.0,8.0,1.0,6.0,2.0,3.0,False,0
45,0,3,2.0,1.0,4.0,21.0,1.0,8.0,1.0,5.0,2.0,4.0,False,1
46,0,8,2.0,1.0,4.0,21.0,1.0,8.0,1.0,6.0,2.0,9.0,False,1
47,0,9,2.0,1.0,4.0,21.0,1.0,8.0,1.0,5.0,2.0,6.0,False,1
48,0,5,2.0,1.0,4.0,21.0,1.0,8.0,1.0,7.0,2.0,7.0,False,1
49,0,6,2.0,1.0,4.0,21.0,1.0,8.0,1.0,9.0,2.0,3.0,False,1
50,0,5,1.0,1.0,3.0,23.0,1.0,1.0,1.0,6.0,4.0,4.0,True,1
51,0,4,1.0,1.0,3.0,23.0,1.0,1.0,1.0,6.0,4.0,1.0,True,1
52,0,1,1.0,1.0,3.0,23.0,1.0,1.0,1.0,4.0,4.0,1.0,False,0
53,0,6,1.0,1.0,3.0,23.0,1.0,1.0,1.0,8.0,4.0,0.0,False,1
54,0,8,1.0,1.0,3.0,23.0,1.0,1.0,1.0,5.0,4.0,1.0,True,0
55,0,7,1.0,1.0,3.0,23.0,1.0,1.0,1.0,3.0,4.0,2.0,True,0
56,0,2,1.0,1.0,3.0,23.0,1.0,1.0,1.0,8.0,4.0,7.0,False,1
57,0,3,1.0,1.0,3.0,23.0,1.0,1.0,1.0,4.0,4.0,4.0,True,0
58,0,9,1.0,1.0,3.0,23.0,1.0,1.0,1.0,7.0,4.0,5.0,False,1
59,0,10,1.0,1.0,3.0,23.0,1.0,1.0,1.0,8.0,4.0,1.0,True,1
60,0,2,1.0,1.0,5.0,22.0,1.0,2.0,4.0,4.0,4.0,5.0,True,0
61,0,1,1.0,1.0,5.0,22.0,1.0,2.0,4.0,6.0,4.0,0.0,True,0
62,0,8,1.0,1.0,5.0,22.0,1.0,2.0,4.0,3.0,4.0,0.0,False,0
63,0,3,1.0,1.0,5.0,22.0,1.0,2.0,4.0,7.0,4.0,1.0,False,1
64,0,5,1.0,1.0,5.0,22.0,1.0,2.0,4.0,4.0,4.0,2.0,True,0
65,0,4,1.0,1.0,5.0,22.0,1.0,2.0,4.0,4.0,4.0,3.0,True,0
66,0,9,1.0,1.0,5.0,22.0,1.0,2.0,4.0,7.0,4.0,8.0,False,1
67,0,10,1.0,1.0,5.0,22.0,1.0,2.0,4.0,5.0,4.0,5.0,True,0
68,0,6,1.0,1.0,5.0,22.0,1.0,2.0,4.0,6.0,4.0,6.0,False,1
69,0,7,1.0,1.0,5.0,22.0,1.0,2.0,4.0,8.0,4.0,2.0,True,1
70,0,7,1.0,13.0,5.0,25.0,1.0,1.0,1.0,5.0,2.0,2.0,True,1
71,0,6,1.0,13.0,5.0,25.0,1.0,1.0,1.0,8.0,2.0,3.0,True,1
72,0,3,1.0,13.0,5.0,25.0,1.0,1.0,1.0,5.0,2.0,3.0,False,1
73,0,8,1.0,13.0,5.0,25.0,1.0,1.0,1.0,8.0,2.0,2.0,False,1
74,0,10,1.0,13.0,5.0,25.0,1.0,1.0,1.0,6.0,2.0,1.0,True,1
75,0,9,1.0,13.0,5.0,25.0,1.0,1.0,1.0,6.0,2.0,0.0,True,1
76,0,4,1.0,13.0,5.0,25.0,1.0,1.0,1.0,6.0,2.0,5.0,False,1
77,0,5,1.0,13.0,5.0,25.0,1.0,1.0,1.0,5.0,2.0,2.0,True,1
78,0,1,1.0,13.0,5.0,25.0,1.0,1.0,1.0,8.0,2.0,3.0,False,1
79,0,2,1.0,13.0,5.0,25.0,1.0,1.0,1.0,7.0,2.0,1.0,True,1
80,0,8,1.0,13.0,4.0,26.0,1.0,1.0,1.0,8.0,6.0,1.0,True,1
81,0,7,1.0,13.0,4.0,26.0,1.0,1.0,1.0,10.0,6.0,4.0,True,1
82,0,4,1.0,13.0,4.0,26.0,1.0,1.0,1.0,5.0,6.0,4.0,False,1
83,0,9,1.0,13.0,4.0,26.0,1.0,1.0,1.0,10.0,6.0,3.0,False,1
84,0,1,1.0,13.0,4.0,26.0,1.0,1.0,1.0,5.0,6.0,2.0,True,1
85,0,10,1.0,13.0,4.0,26.0,1.0,1.0,1.0,8.0,6.0,1.0,True,1
86,0,5,1.0,13.0,4.0,26.0,1.0,1.0,1.0,6.0,6.0,4.0,False,1
87,0,6,1.0,13.0,4.0,26.0,1.0,1.0,1.0,6.0,6.0,1.0,True,1
88,0,2,1.0,13.0,4.0,26.0,1.0,1.0,1.0,8.0,6.0,2.0,False,1
89,0,3,1.0,13.0,4.0,26.0,1.0,1.0,1.0,7.0,6.0,2.0,True,1
90,0,9,2.0,13.0,6.0,26.0,1.0,4.0,4.0,6.0,2.0,1.0,False,0
91,0,8,2.0,13.0,6.0,26.0,1.0,4.0,4.0,1.0,2.0,4.0,False,0
92,0,5,2.0,13.0,6.0,26.0,1.0,4.0,4.0,6.0,2.0,4.0,True,1
93,0,10,2.0,13.0,6.0,26.0,1.0,4.0,4.0,10.0,2.0,3.0,True,0
94,0,2,2.0,13.0,6.0,26.0,1.0,4.0,4.0,5.0,2.0,2.0,False,0
95,0,1,2.0,13.0,6.0,26.0,1.0,4.0,4.0,5.0,2.0,1.0,False,0
96,0,6,2.0,13.0,6.0,26.0,1.0,4.0,4.0,5.0,2.0,4.0,False,1
97,0,7,2.0,13.0,6.0,26.0,1.0,4.0,4.0,5.0,2.0,1.0,False,0
98,0,3,2.0,13.0,6.0,26.0,1.0,4.0,4.0,9.0,2.0,2.0,False,1
99,0,4,2.0,13.0,6.0,26.0,1.0,4.0,4.0,9.0,2.0,2.0,False,1
100,1,4,1.0,8.0,5.0,27.0,4.0,7.0,3.0,6.0,2.0,6.0,False,0
101,1,10,1.0,8.0,5.0,27.0,4.0,7.0,3.0,8.0,2.0,3.0,True,0
102,1,6,1.0,8.0,5.0,27.0,4.0,7.0,3.0,7.0,2.0,2.0,False,0
103,1,3,1.0,8.0,5.0,27.0,4.0,7.0,3.0,6.0,2.0,4.0,True,0
104,1,1,1.0,8.0,5.0,27.0,4.0,7.0,3.0,6.0,2.0,6.0,False,0
105,1,5,1.0,8.0,5.0,27.0,4.0,7.0,3.0,7.0,2.0,4.0,True,0
106,1,2,1.0,8.0,5.0,27.0,4.0,7.0,3.0,7.0,2.0,5.0,True,0
107,1,7,1.0,8.0,5.0,27.0,4.0,7.0,3.0,8.0,2.0,2.0,True,0
108,1,8,1.0,8.0,5.0,27.0,4.0,7.0,3.0,6.0,2.0,1.0,True,0
109,1,9,1.0,8.0,5.0,27.0,4.0,7.0,3.0,7.0,2.0,1.0,False,0
110,1,3,1.0,1.0,1.0,22.0,1.0,1.0,1.0,7.0,2.0,1.0,False,0
111,1,9,1.0,1.0,1.0,22.0,1.0,1.0,1.0,7.0,2.0,2.0,True,0
112,1,5,1.0,1.0,1.0,22.0,1.0,1.0,1.0,6.0,2.0,3.0,False,0
113,1,2,1.0,1.0,1.0,22.0,1.0,1.0,1.0,6.0,2.0,1.0,True,0
114,1,10,1.0,1.0,1.0,22.0,1.0,1.0,1.0,6.0,2.0,1.0,False,0
115,1,4,1.0,1.0,1.0,22.0,1.0,1.0,1.0,6.0,2.0,1.0,True,0
116,1,1,1.0,1.0,1.0,22.0,1.0,1.0,1.0,7.0,2.0,0.0,True,1
117,1,6,1.0,1.0,1.0,22.0,1.0,1.0,1.0,8.0,2.0,3.0,True,1
118,1,7,1.0,1.0,1.0,22.0,1.0,1.0,1.0,8.0,2.0,4.0,True,1
119,1,8,1.0,1.0,1.0,22.0,1.0,1.0,1.0,1.0,2.0,4.0,False,0
120,1,10,2.0,1.0,7.0,22.0,1.0,3.0,5.0,10.0,4.0,1.0,True,1
121,1,6,2.0,1.0,7.0,22.0,1.0,3.0,5.0,10.0,4.0,2.0,False,1
122,1,2,2.0,1.0,7.0,22.0,1.0,3.0,5.0,10.0,4.0,3.0,False,1
123,1,9,2.0,1.0,7.0,22.0,1.0,3.0,5.0,10.0,4.0,1.0,False,1
124,1,7,2.0,1.0,7.0,22.0,1.0,3.0,5.0,10.0,4.0,1.0,True,1
125,1,1,2.0,1.0,7.0,22.0,1.0,3.0,5.0,10.0,4.0,1.0,False,1
126,1,8,2.0,1.0,7.0,22.0,1.0,3.0,5.0,10.0,4.0,0.0,False,1
127,1,3,2.0,1.0,7.0,22.0,1.0,3.0,5.0,10.0,4.0,3.0,False,1
128,1,4,2.0,1.0,7.0,22.0,1.0,3.0,5.0,10.0,4.0,4.0,False,1
129,1,5,2.0,1.0,7.0,22.0,1.0,3.0,5.0,10.0,4.0,4.0,True,1
130,1,5,2.0,1.0,4.0,23.0,1.0,1.0,1.0,7.0,2.0,2.0,True,1
131,1,1,2.0,1.0,4.0,23.0,1.0,1.0,1.0,9.0,2.0,1.0,False,1
132,1,7,2.0,1.0,4.0,23.0,1.0,1.0,1.0,7.0,2.0,2.0,False,1
133,1,4,2.0,1.0,4.0,23.0,1.0,1.0,1.0,7.0,2.0,0.0,False,1
134,1,2,2.0,1.0,4.0,23.0,1.0,1.0,1.0,6.0,2.0,2.0,True,1
135,1,6,2.0,1.0,4.0,23.0,1.0,1.0,1.0,6.0,2.0,0.0,False,1
136,1,3,2.0,1.0,4.0,23.0,1.0,1.0,1.0,8.0,2.0,1.0,False,1
137,1,8,2.0,1.0,4.0,23.0,1.0,1.0,1.0,8.0,2.0,2.0,False,1
138,1,9,2.0,1.0,4.0,23.0,1.0,1.0,1.0,7.0,2.0,3.0,False,1
139,1,10,2.0,1.0,4.0,23.0,1.0,1.0,1.0,7.0,2.0,3.0,True,1
140,1,7,1.0,1.0,4.0,24.0,1.0,3.0,1.0,8.0,3.0,3.0,False,1
141,1,3,1.0,1.0,4.0,24.0,1.0,3.0,1.0,10.0,3.0,0.0,True,1
142,1,9,1.0,1.0,4.0,24.0,1.0,3.0,1.0,6.0,3.0,1.0,False,1
143,1,6,1.0,1.0,4.0,24.0,1.0,3.0,1.0,8.0,3.0,1.0,True,1
144,1,4,1.0,1.0,4.0,24.0,1.0,3.0,1.0,5.0,3.0,3.0,False,0
145,1,8,1.0,1.0,4.0,24.0,1.0,3.0,1.0,9.0,3.0,1.0,True,1
146,1,5,1.0,1.0,4.0,24.0,1.0,3.0,1.0,8.0,3.0,2.0,True,1
147,1,10,1.0,1.0,4.0,24.0,1.0,3.0,1.0,9.0,3.0,1.0,True,1
148,1,1,1.0,1.0,4.0,24.0,1.0,3.0,1.0,7.0,3.0,2.0,True,1
149,1,2,1.0,1.0,4.0,24.0,1.0,3.0,1.0,6.0,3.0,2.0,False,1
150,1,6,1.0,8.0,5.0,25.0,1.0,9.0,2.0,7.0,2.0,4.0,False,1
151,1,2,1.0,8.0,5.0,25.0,1.0,9.0,2.0,7.0,2.0,1.0,True,1
152,1,8,1.0,8.0,5.0,25.0,1.0,9.0,2.0,7.0,2.0,0.0,False,1
153,1,5,1.0,8.0,5.0,25.0,1.0,9.0,2.0,6.0,2.0,2.0,True,1
154,1,3,1.0,8.0,5.0,25.0,1.0,9.0,2.0,5.0,2.0,4.0,False,0
155,1,7,1.0,8.0,5.0,25.0,1.0,9.0,2.0,6.0,2.0,2.0,True,1
156,1,4,1.0,8.0,5.0,25.0,1.0,9.0,2.0,8.0,2.0,3.0,True,1
157,1,9,1.0,8.0,5.0,25.0,1.0,9.0,2.0,8.0,2.0,0.0,True,1
158,1,10,1.0,8.0,5.0,25.0,1.0,9.0,2.0,6.0,2.0,1.0,True,1
159,1,1,3.0,13.0,3.0,30.0,2.0,1.0,1.0,3.0,2.0,9.0,False,0
160,1,7,3.0,13.0,3.0,30.0,2.0,1.0,1.0,5.0,2.0,6.0,False,0
161,1,3,3.0,13.0,3.0,30.0,2.0,1.0,1.0,6.0,2.0,5.0,False,0
162,1,10,3.0,13.0,3.0,30.0,2.0,1.0,1.0,7.0,2.0,7.0,False,1
163,1,8,3.0,13.0,3.0,30.0,2.0,1.0,1.0,2.0,2.0,9.0,False,0
164,1,2,3.0,13.0,3.0,30.0,2.0,1.0,1.0,5.0,2.0,7.0,False,0
165,1,9,3.0,13.0,3.0,30.0,2.0,1.0,1.0,7.0,2.0,8.0,False,0
166,1,4,3.0,13.0,3.0,30.0,2.0,1.0,1.0,6.0,2.0,5.0,False,0
167,1,5,3.0,13.0,3.0,30.0,2.0,1.0,1.0,8.0,2.0,4.0,False,1
168,1,6,3.0,13.0,3.0,30.0,2.0,1.0,1.0,7.0,2.0,4.0,False,0
169,1,2,1.0,8.0,6.0,27.0,1.0,8.0,8.0,6.0,2.0,6.0,False,0
170,1,8,1.0,8.0,6.0,27.0,1.0,8.0,8.0,7.0,2.0,3.0,True,1
171,1,4,1.0,8.0,6.0,27.0,1.0,8.0,8.0,4.0,2.0,2.0,False,0
172,1,1,1.0,8.0,6.0,27.0,1.0,8.0,8.0,6.0,2.0,4.0,True,0
173,1,9,1.0,8.0,6.0,27.0,1.0,8.0,8.0,5.0,2.0,6.0,False,0
174,1,3,1.0,8.0,6.0,27.0,1.0,8.0,8.0,6.0,2.0,4.0,True,0
175,1,10,1.0,8.0,6.0,27.0,1.0,8.0,8.0,8.0,2.0,5.0,True,1
176,1,5,1.0,8.0,6.0,27.0,1.0,8.0,8.0,9.0,2.0,2.0,True,1
177,1,6,1.0,8.0,6.0,27.0,1.0,8.0,8.0,7.0,2.0,1.0,True,0
178,1,7,1.0,8.0,6.0,27.0,1.0,8.0,8.0,6.0,2.0,1.0,False,0
179,1,8,4.0,8.0,1.0,28.0,1.0,1.0,1.0,7.0,2.0,7.0,False,1
180,1,4,4.0,8.0,1.0,28.0,1.0,1.0,1.0,8.0,2.0,4.0,False,1
181,1,10,4.0,8.0,1.0,28.0,1.0,1.0,1.0,7.0,2.0,3.0,False,1
182,1,7,4.0,8.0,1.0,28.0,1.0,1.0,1.0,7.0,2.0,5.0,False,1
183,1,5,4.0,8.0,1.0,28.0,1.0,1.0,1.0,5.0,2.0,7.0,False,1
184,1,9,4.0,8.0,1.0,28.0,1.0,1.0,1.0,6.0,2.0,5.0,False,1
185,1,6,4.0,8.0,1.0,28.0,1.0,1.0,1.0,9.0,2.0,6.0,False,1
186,1,1,4.0,8.0,1.0,28.0,1.0,1.0,1.0,8.0,2.0,3.0,False,1
187,1,2,4.0,8.0,1.0,28.0,1.0,1.0,1.0,6.0,2.0,2.0,False,1
188,1,3,4.0,8.0,1.0,28.0,1.0,1.0,1.0,7.0,2.0,2.0,False,1
189,1,9,1.0,8.0,1.0,24.0,1.0,1.0,1.0,6.0,2.0,3.0,False,0
190,1,5,1.0,8.0,1.0,24.0,1.0,1.0,1.0,6.0,2.0,0.0,True,0
191,1,1,1.0,8.0,1.0,24.0,1.0,1.0,1.0,5.0,2.0,1.0,False,0
192,1,8,1.0,8.0,1.0,24.0,1.0,1.0,1.0,7.0,2.0,1.0,True,0
193,1,6,1.0,8.0,1.0,24.0,1.0,1.0,1.0,3.0,2.0,3.0,False,0
194,1,10,1.0,8.0,1.0,24.0,1.0,1.0,1.0,7.0,2.0,1.0,True,0
195,1,7,1.0,8.0,1.0,24.0,1.0,1.0,1.0,7.0,2.0,2.0,True,0
196,1,2,1.0,8.0,1.0,24.0,1.0,1.0,1.0,8.0,2.0,1.0,True,1
197,1,3,1.0,8.0,1.0,24.0,1.0,1.0,1.0,5.0,2.0,2.0,True,0
198,1,4,1.0,8.0,1.0,24.0,1.0,1.0,1.0,6.0,2.0,2.0,False,0
199,0,6,6.0,5.0,7.0,21.0,4.0,8.0,10.0,6.0,4.0,4.0,False,0
200,0,7,6.0,5.0,7.0,21.0,4.0,8.0,10.0,5.0,4.0,9.0,False,0
201,0,8,6.0,5.0,7.0,21.0,4.0,8.0,10.0,8.0,4.0,2.0,False,1
202,0,11,6.0,5.0,7.0,21.0,4.0,8.0,10.0,5.0,4.0,3.0,True,0
203,0,15,6.0,5.0,7.0,21.0,4.0,8.0,10.0,7.0,4.0,3.0,False,0
204,0,2,6.0,5.0,7.0,21.0,4.0,8.0,10.0,6.0,4.0,7.0,False,0
205,0,5,6.0,5.0,7.0,21.0,4.0,8.0,10.0,6.0,4.0,5.0,False,0
206,0,12,6.0,5.0,7.0,21.0,4.0,8.0,10.0,4.0,4.0,9.0,False,0
207,0,16,6.0,5.0,7.0,21.0,4.0,8.0,10.0,7.0,4.0,1.0,False,0
208,0,3,6.0,5.0,7.0,21.0,4.0,8.0,10.0,9.0,4.0,4.0,False,1
209,0,4,6.0,5.0,7.0,21.0,4.0,8.0,10.0,5.0,4.0,6.0,True,0
210,0,13,6.0,5.0,7.0,21.0,4.0,8.0,10.0,7.0,4.0,2.0,False,0
211,0,14,6.0,5.0,7.0,21.0,4.0,8.0,10.0,5.0,4.0,0.0,False,0
212,0,9,6.0,5.0,7.0,21.0,4.0,8.0,10.0,6.0,4.0,7.0,False,0
213,0,10,6.0,5.0,7.0,21.0,4.0,8.0,10.0,6.0,4.0,7.0,False,0
214,0,1,6.0,5.0,7.0,21.0,4.0,8.0,10.0,5.0,4.0,2.0,True,0
215,0,8,1.0,9.0,6.0,27.0,2.0,1.0,2.0,5.0,1.0,2.0,False,0
216,0,9,1.0,9.0,6.0,27.0,2.0,1.0,2.0,4.0,1.0,3.0,False,0
217,0,10,1.0,9.0,6.0,27.0,2.0,1.0,2.0,5.0,1.0,4.0,False,0
218,0,13,1.0,9.0,6.0,27.0,2.0,1.0,2.0,5.0,1.0,3.0,False,0
219,0,1,1.0,9.0,6.0,27.0,2.0,1.0,2.0,6.0,1.0,3.0,True,1
220,0,4,1.0,9.0,6.0,27.0,2.0,1.0,2.0,6.0,1.0,1.0,False,1
221,0,7,1.0,9.0,6.0,27.0,2.0,1.0,2.0,8.0,1.0,1.0,False,1
222,0,14,1.0,9.0,6.0,27.0,2.0,1.0,2.0,5.0,1.0,3.0,True,0
223,0,2,1.0,9.0,6.0,27.0,2.0,1.0,2.0,7.0,1.0,5.0,True,1
224,0,5,1.0,9.0,6.0,27.0,2.0,1.0,2.0,6.0,1.0,2.0,True,0
225,0,6,1.0,9.0,6.0,27.0,2.0,1.0,2.0,5.0,1.0,0.0,False,1
226,0,15,1.0,9.0,6.0,27.0,2.0,1.0,2.0,3.0,1.0,4.0,True,0
227,0,16,1.0,9.0,6.0,27.0,2.0,1.0,2.0,3.0,1.0,6.0,True,0
228,0,11,1.0,9.0,6.0,27.0,2.0,1.0,2.0,7.0,1.0,1.0,False,1
229,0,12,1.0,9.0,6.0,27.0,2.0,1.0,2.0,4.0,1.0,1.0,False,0
230,0,3,1.0,9.0,6.0,27.0,2.0,1.0,2.0,6.0,1.0,4.0,False,1
231,0,5,1.0,3.0,1.0,21.0,1.0,9.0,6.0,5.0,4.0,4.0,False,1
232,0,6,1.0,3.0,1.0,21.0,1.0,9.0,6.0,5.0,4.0,9.0,False,0
233,0,7,1.0,3.0,1.0,21.0,1.0,9.0,6.0,6.0,4.0,2.0,False,1
234,0,10,1.0,3.0,1.0,21.0,1.0,9.0,6.0,5.0,4.0,3.0,False,1
235,0,14,1.0,3.0,1.0,21.0,1.0,9.0,6.0,7.0,4.0,3.0,True,1
236,0,1,1.0,3.0,1.0,21.0,1.0,9.0,6.0,6.0,4.0,7.0,False,1
237,0,4,1.0,3.0,1.0,21.0,1.0,9.0,6.0,7.0,4.0,5.0,False,1
238,0,11,1.0,3.0,1.0,21.0,1.0,9.0,6.0,5.0,4.0,9.0,True,0
239,0,15,1.0,3.0,1.0,21.0,1.0,9.0,6.0,6.0,4.0,1.0,True,0
240,0,2,1.0,3.0,1.0,21.0,1.0,9.0,6.0,7.0,4.0,4.0,True,1
241,0,3,1.0,3.0,1.0,21.0,1.0,9.0,6.0,6.0,4.0,6.0,False,1
242,0,12,1.0,3.0,1.0,21.0,1.0,9.0,6.0,7.0,4.0,2.0,True,0
243,0,13,1.0,3.0,1.0,21.0,1.0,9.0,6.0,6.0,4.0,0.0,True,0
244,0,9,1.0,3.0,1.0,21.0,1.0,9.0,6.0,6.0,4.0,7.0,False,0
245,0,16,1.0,3.0,1.0,21.0,1.0,9.0,6.0,6.0,4.0,2.0,False,0
246,0,11,2.0,11.0,6.0,27.0,4.0,2.0,3.0,5.0,2.0,2.0,True,0
247,0,12,2.0,11.0,6.0,27.0,4.0,2.0,3.0,7.0,2.0,3.0,True,0
248,0,13,2.0,11.0,6.0,27.0,4.0,2.0,3.0,6.0,2.0,4.0,True,0
249,0,16,2.0,11.0,6.0,27.0,4.0,2.0,3.0,7.0,2.0,3.0,False,0
250,0,4,2.0,11.0,6.0,27.0,4.0,2.0,3.0,5.0,2.0,3.0,False,0
251,0,7,2.0,11.0,6.0,27.0,4.0,2.0,3.0,7.0,2.0,1.0,True,0
252,0,10,2.0,11.0,6.0,27.0,4.0,2.0,3.0,9.0,2.0,1.0,True,1
253,0,1,2.0,11.0,6.0,27.0,4.0,2.0,3.0,5.0,2.0,3.0,False,0
254,0,5,2.0,11.0,6.0,27.0,4.0,2.0,3.0,7.0,2.0,5.0,False,0
255,0,8,2.0,11.0,6.0,27.0,4.0,2.0,3.0,6.0,2.0,2.0,False,0
256,0,9,2.0,11.0,6.0,27.0,4.0,2.0,3.0,6.0,2.0,0.0,False,0
257,0,2,2.0,11.0,6.0,27.0,4.0,2.0,3.0,6.0,2.0,4.0,False,0
258,0,3,2.0,11.0,6.0,27.0,4.0,2.0,3.0,4.0,2.0,6.0,False,0
259,0,14,2.0,11.0,6.0,27.0,4.0,2.0,3.0,8.0,2.0,1.0,True,1
260,0,15,2.0,11.0,6.0,27.0,4.0,2.0,3.0,6.0,2.0,1.0,False,0
261,0,6,2.0,11.0,6.0,27.0,4.0,2.0,3.0,8.0,2.0,4.0,False,0
262,0,13,1.0,11.0,5.0,25.0,2.0,10.0,2.0,7.0,2.0,0.0,False,0
263,0,14,1.0,11.0,5.0,25.0,2.0,10.0,2.0,5.0,2.0,5.0,False,0
264,0,15,1.0,11.0,5.0,25.0,2.0,10.0,2.0,6.0,2.0,2.0,False,0
265,0,2,1.0,11.0,5.0,25.0,2.0,10.0,2.0,4.0,2.0,1.0,False,0
266,0,6,1.0,11.0,5.0,25.0,2.0,10.0,2.0,6.0,2.0,1.0,True,0
267,0,9,1.0,11.0,5.0,25.0,2.0,10.0,2.0,6.0,2.0,3.0,False,0
268,0,12,1.0,11.0,5.0,25.0,2.0,10.0,2.0,7.0,2.0,1.0,False,0
269,0,3,1.0,11.0,5.0,25.0,2.0,10.0,2.0,3.0,2.0,5.0,True,0
270,0,7,1.0,11.0,5.0,25.0,2.0,10.0,2.0,7.0,2.0,3.0,True,0
271,0,10,1.0,11.0,5.0,25.0,2.0,10.0,2.0,8.0,2.0,0.0,True,0
272,0,11,1.0,11.0,5.0,25.0,2.0,10.0,2.0,9.0,2.0,2.0,False,0
273,0,4,1.0,11.0,5.0,25.0,2.0,10.0,2.0,6.0,2.0,2.0,True,0
274,0,5,1.0,11.0,5.0,25.0,2.0,10.0,2.0,5.0,2.0,4.0,True,0
275,0,16,1.0,11.0,5.0,25.0,2.0,10.0,2.0,7.0,2.0,3.0,False,0
276,0,1,1.0,11.0,5.0,25.0,2.0,10.0,2.0,5.0,2.0,3.0,False,0
277,0,8,1.0,11.0,5.0,25.0,2.0,10.0,2.0,7.0,2.0,2.0,False,0
